,Image source,Agent name,Agent role,Agent 2 name,Agent 2 role,Agent 1 culturalContext,Agent 2 culturalContext,Date earliestDate,Date latestDate,Average Date,Date Given,Period,Description,Description source,Location,Location name,Material,Rights,Source,Style Period,"Subject personalName, conceptTopic (book), descriptiveTopic, iconographicTopic (scene)",Scene,Scene Two,Book ,Technique,Work Type,TEXTREF name,TITLE,TITLE  xml:lang,TITLE2,TITLE  xml:lang 2,Direct Link
i_1176.jpg,Metropolitan Museum of Art,Master of the Aeneid,artist,,,French,,1530,1535,1533,1530-1535,16th century,"European of the Renaissance period viewed ancient Rome not only as the origin of Italian civilization but also the geographic center of a lost golden age. This plaque belongs to a series of at least eighty Limoges enamels illustrating events from Virgil’s Aeneid. The Latin epic poem tells the story of the legendary hero Aeneas, who escaped the sack and burning of Troy by the Greeks and, after wandering for some time, settled in Italy, where his descendants founded Rome.
The scenes are not, however, the product of the enameler's imagination; rather, they are close copies of the woodcut illustrations for the edition of the Latin poet’s Opera printed by Johann Grüninger in Strasbourg in 1502. The same woodcuts were used again for the edition published in Lyon in 1517. The anonymous painter of the enamels may have used either the Strasbourg of the Lyon edition as his model, but the enamels are somewhat later than either edition. Because of changes made at an early point in the series in the technique employed for counter enameling the plaques (enameling the reverse side), it seems likely that most of them were painted after about 1530 or 1533.",Metropolitan Museum of Art,Metropolitan Museum of Art,United States,"painted enamel on copper, partly gilt",Public Domain,Metropolitan Museum of Art,,"Aeneas, Achates, Sicily, Ascanius, Acestes, snake",96B421 Aeneas sacrificing at Anchises' grave: a snake appears,,Book V,enameling,enamel,,"Aeneas and His Companions Sacrifice to the Gods before the Tomb of his Father, Anchises, in Sicily (Aeneid, Book V)",,,,
i_1177.jpg,Metropolitan Museum of Art,Master of the Aeneid,artist,,,French,,1530,1535,1533,1530-1535,16th century,"European of the Renaissance period viewed ancient Rome not only as the origin of Italian civilization but also the geographic center of a lost golden age. This plaque belongs to a series of at least eighty Limoges enamels illustrating events from Virgil’s Aeneid. The Latin epic poem tells the story of the legendary hero Aeneas, who escaped the sack and burning of Troy by the Greeks and, after wandering for some time, settled in Italy, where his descendants founded Rome.
The scenes are not, however, the product of the enameler's imagination; rather, they are close copies of the woodcut illustrations for the edition of the Latin poet’s Opera printed by Johann Grüninger in Strasbourg in 1502. The same woodcuts were used again for the edition published in Lyon in 1517. The anonymous painter of the enamels may have used either the Strasbourg of the Lyon edition as his model, but the enamels are somewhat later than either edition. Because of changes made at an early point in the series in the technique employed for counter enameling the plaques (enameling the reverse side), it seems likely that most of them were painted after about 1530 or 1533.",Metropolitan Museum of Art,Metropolitan Museum of Art,United States,"painted enamel on copper, partly gilt",Public Domain,Metropolitan Museum of Art,,"Dares, Entellus, Acestes, Aeneas, funeral games",96B4221 the boxing contest: Dares and Entellus,,Book V,enameling,enamel,,"The Combat between Dares and Entellus (Aeneid, Book V)",,,,
i_1178.jpg,Metropolitan Museum of Art,"Meyer, Rudolf Theodor",artist,,,Swiss,,,,1627,1627,17th century,,,Metropolitan Museum of Art,United States,"pen and black ink, gray wash",Public Domain,Metropolitan Museum of Art,,"Aeneas, Anchises, Troy burning","96B113 'Pius Aeneas': Aeneas, escapes from burning Troy, carrying his father Anchises",,Book II,drawing,drawing,,Aeneas Rescues his Father from Burning Troy,,,,
i_1179.jpg,Metropolitan Museum of Art,"Pozzi, Stefano",artist,,,Italian,,1699,1768,1734,1699-1768,18th century,,,Metropolitan Museum of Art,United States,"Black chalk, highlighted with white chalk, on blue paper",Public Domain,Metropolitan Museum of Art,,"Aeneas, Venus, Ascanius","96B22 the meeting of Aeneas and Achates with Venus, disguised as a huntress",,Book I,drawing,drawing,,Venus Disguised as a Huntress Appears to Aeneas (Aeneid I: 305 ff.),,,,
i_1180.jpg,Metropolitan Museum of Art,"Pozzi, Stefano",artist,,,Italian,,1699,1768,1734,1699-1768,18th century,,,Metropolitan Museum of Art,United States,"Black chalk, highlighted with white chalk, on blue-green paper",Public Domain,Metropolitan Museum of Art,,"Venus, Vulcan, Cupid",96B66 Venus asks Vulcan to forge Aeneas' armour,,Book VIII,drawing,drawing,,Venus in the Forge of Vulcan (Aeneid VIII: 370 ff),,,,
i_1181.jpg,Metropolitan Museum of Art,"Raimondi, Marcantonio",artist,,,Italian,,1500,1527,1514,1500-1527,16th century,,,Metropolitan Museum of Art,United States,,Public Domain,Metropolitan Museum of Art,,"Venus, Aeneas, arrow",96B9 scenes from the Aeneid that cannot be located in the chronological sequence of the story,,,engraving,print,,Venus standing at left resting her hand on the shoulder of Aeneas seated at right,,,,
i_1182.jpg,Metropolitan Museum of Art,"Restout, Jean Bernard",artist,,,French,,1772,1774,1773,1772-1774,18th century,"Formerly attributed to Joseph Marie Vien (French, Montpellier 1716–1809 Paris), Formerly attributed to Jean-Baptiste Marie Pierre (French, Paris 1714–1789 Paris)",Metropolitan Museum of Art,Metropolitan Museum of Art,United States,"Oil paint, over pen and brown ink, brush and brown wash, on paper, mounted on canvas",Public Domain,Metropolitan Museum of Art,,"Dido, Carthage, Anna, Juno, women",96B31 Dido tormented by her love for Aeneas,,Book IV,drawing,drawing,,Dido's Sacrifice to Juno,,,,
i_1183.jpg,Metropolitan Museum of Art,"Romanelli, Giovanni Francesco",artist,,,Italian,,1610,1662,1636,1610-1662,17th century,,,Metropolitan Museum of Art,United States,"Pen and brown ink, brush and blue wash, highlighted with white, over black chalk, on blue-gray paper",Public Domain,Metropolitan Museum of Art,,"Aeneas, Cumaean sibyl, Golden Bough",96B54 Aeneas' visit to the underworld,,Book VI,drawing,drawing,,Aeneas and the Cumaean Sibyl Entering the Infernal Regions,,,,
i_1184.jpg,Metropolitan Museum of Art,unknown,artist,"Romanelli, Giovanni Francesco",after artist,Italian,,1620,1640,1630,1620-1640,17th century,"Pen and brown ink, brush with gray wash, over charcoal (?) on light tan paper (recto); Ruled framing outlines in red chalk, black chalk scribbles (verso), framing outlines in pen and brown ink",Metropolitan Museum of Art,Metropolitan Museum of Art,United States,"Pen and brown ink, brush with gray wash, over charcoal (?) on light tan paper (recto)",Public Domain,Metropolitan Museum of Art,,"Dido, Anna, death","96B3 the tragedy of Dido (Virgil, Aeneid IV)",96B332 death of Dido; she climbs the funeral pyre and falls upon the sword of Aeneas,Book IV,drawing,drawing,,Death of Dido,,,,
i_1185.jpg,Metropolitan Museum of Art,"Rosa, Salvator",artist,,,Italian,,1663,1664,1664,1663-1664,17th century,"The Metropolitan Museum's painted version of Salvator Rosa's 'Dream of Aeneas' (65.118) may have preceded this etching, but in the print Rosa altered nearly most of the details clearly wanted to achieve a very different effect. The artist drew his inspiration from Virgil's Aeneid (8.26–65), in which the weary hero, having finally reached Italy and about to enter into war with Turnus, falls asleep on the bank of the Tiber. The god of the stream appears to him, offering advice and foretelling his future as the founder of the Roman race.",Metropolitan Museum of Art,Metropolitan Museum of Art,United States,etching and drypoint,Public Domain,Metropolitan Museum of Art,,"Aeneas, Tiber, Latium","96B6 the Trojans reach the mouth of the Tiber and land in Latium (Virgil, Aeneid VII-VIII)",,Book VIII,"etching, drypoint",print,,"Dream of Aeneas: Aeneas rests his head on his hands atop his shield, while the river god Tiber leans on a vessel and points upward with his left hand",,,,
i_1186.jpg,Metropolitan Museum of Art,"Rosa, Salvator",artist,,,Italian,,1660,1665,1663,1660-1665,17th century,"The subject derives from Virgil’s Aeneid (1st c. B.C.). While Aeneas sleeps on the banks of the river Tiber, ""there appeared to him the God of the place, old Tiber himself, who arose from his pleasant stream amid poplar leaves. A fine linen clothed him in gray raiment, and shady reeds covered his hair. Then he spoke to Aeneas, and assuaged all his care with his words . . . . ‘This spot shall be the place for your city.’"" The picture is Rosa’s evocative visualization of this celebrated literary source about the foundation of Rome.",Metropolitan Museum of Art,Metropolitan Museum of Art,United States,oil on canvas,Public Domain,Metropolitan Museum of Art,,"Aeneas, Tiber, Latium","96B6 the Trojans reach the mouth of the Tiber and land in Latium (Virgil, Aeneid VII-VIII)",,Book VIII,painting,painting,,The Dream of Aeneas,,,,
i_1187.jpg,Metropolitan Museum of Art,"Sergel, Johan Tobias",artist,,,Swedish,,1790,1800,1795,1790-1800,18th century,,,Metropolitan Museum of Art,United States,"Pen and brown ink, brown wash, over graphite",Public Domain,Metropolitan Museum of Art,,"Aeneas, Venus, Helen","96B111 Venus appears to Aeneas, who is just about to kill Helen, and advises him to flee",,Book II,drawing,drawing,,Venus preventing Aeneas from killing Helen,,,,
i_1188.jpg,Metropolitan Museum of Art,"Tacca, Ferdinando",sculptor,,,Italian,,1630,1650,1640,1630-1650,17th century,"The figure’s crown identifies the subject as Queen Dido of Carthage, stabbing herself with the (missing) sword of Aeneas after her abandonment by him. While the voluptuous physical type is clearly Rubensian, the sweeping movement and high pitch of drama indicate close acquaintance with the art of Bernini and the Roman baroque. Other casts are in the Victoria and Albert Museum and the Bayerisches Nationalmuseum, Munich.",Metropolitan Museum of Art,Metropolitan Museum of Art,United States,bronze,Public Domain,Metropolitan Museum of Art,,"Dido, death","96B3 the tragedy of Dido (Virgil, Aeneid IV)",96B332 death of Dido; she climbs the funeral pyre and falls upon the sword of Aeneas,Book IV,sculpting,sculpture,,"The Suicide of Dido, Queen of Carthage",,,,
i_1189.jpg,Metropolitan Museum of Art,"Tempesta, Antonio",artist,,,Italian,,,,1606,1606,17th century,,,Metropolitan Museum of Art,United States,,Public Domain,Metropolitan Museum of Art,,"Aeneas, Anchises, Ascanius","96B113 'Pius Aeneas': Aeneas, leading Ascanius, escapes from burning Troy, carrying his father Anchises",,Book II,etching,print,,"Plate 126: Aeneas And Anchises (aenea In Perentem Pietas), From Ovid's 'metamorphoses'",,,,
i_1190.jpg,Metropolitan Museum of Art,"Tempesta, Antonio",artist,,,Italian,,,,1606,1606,17th century,,,Metropolitan Museum of Art,United States,,Public Domain,Metropolitan Museum of Art,,"Aeneas, Venus","96C(AENEAS)69 apotheosis, deification of Aeneas",96C(AENEAS)692 Venus sprinkles and anoints Aeneas' body with perfume and ambrosia,,etching,print,,"Plate 141: The Immortalization of Aeneas (AEneas Humitio flumine ablutus in Indigitem), from Ovid's 'Metamorphoses'",,,,
i_1191.jpg,Metropolitan Museum of Art,"Tiepolo, Giovanni Battista",artist,,,Italian,,,,1757,1757,18th century,,,Metropolitan Museum of Art,United States,,Public Domain,Metropolitan Museum of Art,,"Mercury, Aeneas, dream","96B325 Mercury summons Aeneas, engaged in building activities, to leave Carthage",,Book IV,etching,print,,Mercury Appears to Aeneas in a Dream,,,,
i_1192.jpg,Metropolitan Museum of Art,"Vasaro, Giovanni Maria",artist,,,Italian,,1517,1523,1520,1517-1523,16th century,"possibly workshop of Giovanni Maria Vasaro (Italian (Castel Durante), active early 16th century)",Metropolitan Museum of Art,Metropolitan Museum of Art,United States,maiolica (tin-glazed earthenware),Public Domain,Metropolitan Museum of Art,,"Aeneas, Dido, Ascanius",96B25 the banquet of Aeneas and Dido,,Book I,,ceramic,,Dish (coppa): The story of Aeneas: Queen Dido of Carthage welcomes Aeneas and his son.,,,,
i_1193.jpg,Metropolitan Museum of Art,"Wedgwood, Josiah",manufacturer,,,British,,1787,1787,1787,1787,18th century,Cameo medallion,Metropolitan Museum of Art,Metropolitan Museum of Art,United States,Jasperware,Public Domain,Metropolitan Museum of Art,,"Apollo, Diomedes, Aeneas, Iliad, Homer",94F4222 Apollo saves Aeneas (who has been hit by a stone thrown by Diomedes),,,,ceramic,,Diomedes prevented by Apollo from pursuing Aeneas (?),,,,
i_1194.jpg,Metropolitan Museum of Art,"Xanto Avelli, Francesco",artist,,,Italian,,,,1532,1532,16th century,"This splendid plate formed part of one of the largest majolica services ever made, commissioned by Piero Maria Pucci (1467–1547) of Florence, whose arms are visible at the center. Highly distinguished in the first half of the sixteenth century, Pucci family members served under the Medici popes Leo X (r. 1513-21) and Clement VII (r. 1523-34). Thirty-seven pieces from the maiolica service survive (including four in the Lehman Collection: see also 1975.1.1134; 1975.1.1135; 1975.1.1137), all painted in Urbino by the celebrated maiolica painter Francesco Xanto Avelli da Rovigo in 1532 and 1533. Some pieces were sent to Gubbio to be completed with luster decoration under Xanto’s direction.
This particular plate represents Aeneas and his companions at the tomb of Polydorus, a subject derived from Virgil's Aeneid, Book III. The bleeding bush (painted in red luster) signals the presence of the corpse, while the coat of arms of the Pucci family, on an escutcheon surmounting a standard, identifies the patronage. The Aeneas plate shows Xanto's energetic line and exuberant use of warm colors, often washed into one another—deep oranges and yellows against strong greens and blues. The richly decorated piece is made even more magnificent by the Gubbio luster.",Metropolitan Museum of Art,Metropolitan Museum of Art,United States,maiolica (tin-glazed earthenware),Public Domain,Metropolitan Museum of Art,,"Aeneas, Trojans",96B12 stay of Aeneas on Thrace: miracle of the bleeding bush on Polydorus' grave; the spirit of Polydorus advises Aeneas to flee,,Book III,,ceramic,,Plate (piatto): The story of Aeneas,,,,
i_1195.jpg,Metropolitan Museum of Art,unknown,,,,Italian,,1800,1815,1808,1800-1815,19th century,"The intaglio is a fake, one of six in the Museum's collection, similar in style to those supplied by Italian Neoclassical engravers to Prince Stanislaw Poniatowski of Poland. Carried out in a figural style indebted to that of Antonio Canova, the Poniatowski gems bear the names of the carvers most celebrated in ancient Greece. The deception of the Poniatowski gems was revealed in 1895. The Museum's six were mounted in velvet boxes by Tiffany & Co.",Metropolitan Museum of Art,Metropolitan Museum of Art,United States,Carnelian,Public Domain,Metropolitan Museum of Art,,"Creusa, Aeneas",96B114 Aeneas searching for Creusa; her spirit appears to him,,Book II,,decorative arts,,The ghost of Creusa disappearing from Aeneas near the burning wall of Troy,,,,
i_1196.jpg,Dusseldorf Digital Art and Cultural Archive,"Hess, Johannes",artist,,,German,,,,1670,1670,17th century,"Motive: Flight of Aeneas from burning Troy. 
Inscription: AENEAE PIETAS IN PARENTEM.",Dusseldorf Digital Art and Cultural Archive,Museum Kunstpalast,Germany,Glass,Fair Use,Europeana API,,Troy burning,"96B113 'Pius Aeneas': Aeneas, leading Ascanius, escapes from burning Troy, carrying his father Anchises with the Penates",,Book II,glass cut,decorative arts,,Lidded Cup with escape of Aeneas from Troy,,,,
i_1197.jpg,Dusseldorf Digital Art and Cultural Archive,"Zanetti, Anton Maria",artist,Parmigianino,after artist,Italian,,,,1723,1723,18th century,,,Museum Kunstpalast,Germany,Woodcut in brown and turquoise and a clay plate,Fair Use,Europeana API,,"Aeneas, Anchises, Troy burning","96B113 'Pius Aeneas': Aeneas, escapes from burning Troy, carrying his father Anchises",,Book II,woodcut,print,,Aeneas carries his father Anchise out of the burning Troy,en,Aeneas trägt seinen Vater Anchise aus dem brennenden Troja,de,http://www.duesseldorf.de/dkult/DE-MUS-038015/118944
i_1198.jpg,"Museum of Applied Arts, Budapest",unknown,,,,Italian,,,,1760,1760,18th century,"Twenty-four pieces of perforated, painted and gilded skeleton gouache painted parchment sheets. The spokes are joined by a jeweled metal band.
The front cover of Sebastiano Conca (1680-1764), Aeneas on the Elyzium Fields (Florence, Galleria Feroni) reduced. In the middle of the multi-stage scene, Anchises leads Aeneas and shows his son a glorious future that is waiting for his descendants. Behind them is Musaeus, on the side of Sibyl. Among the clouds Venus arrives on his car, accompanied by Mercurius. On the back are three irregular cartridges, the middle are pastoridill, two-sided buildings. On the spokes, shells, floral ornaments, among the love badges, two ladies and one young man can be seen at the bottom of three rosaries. 
Similar motifs on locks. The recognizable detail of a barely visible bouquet of frameworks can be related to two English fans. Cf. Kammerl 1989, Nos. 28 and 31","Museum of Applied Arts, Budapest","Museum of Applied Arts, Budapest",Hungary,"ivory, paint",Fair Use,Europeana API,,"Aeneas, Anchises, Musaeus, Cumaean sibyl,",96B548 Aeneas in the Elysian Fields,,Book VI,,decorative arts,,Aeneas in the Fields of Elysium,en,Aeneas az elyziumi mezőkön,hu,http://gyujtemeny.imm.hu/gyujtemeny/legyezo-aeneas-az-elyziumi-mezokon/1977
i_1199.png,Museum of Modern Art,"Hartigan, Grace",artist,,,American,,1962,1966,1964,1962-1966,20th century,One from a series of seven lithographs,Museum of Modern Art,Museum of Modern Art,United States,,Fair Use,Museum of Modern Art,,"Aeneas, Dido",96B9 scenes from the Aeneid that cannot be located in the chronological sequence of the story,,,lithograph,print,,Dido to Aeneas from The Archaics,en,,,https://www.moma.org/collection/works/60602
i_1200.jpg,Museum Plantin-Moretus,"Harrewijn, Jacobus",engraver,,,Dutch,,,,1703,1703,18th century,"Dido schrijft op een blad dat het vertrek van Aeneas haar dood wordt; Uit het prentenboek: 'Les Épîtres amoureuses d'Ovide, Traduites en Français', plaat 4 (pagina 32). (English Translation: Dido writes on a sheet that the departure of Aeneas is her death; From the picture book: 'Les Épîtres amoureuses d'Ovide, Traduites and Français', plate 4 (page 32))",Museum Plantin-Moretus,Museum Plantin-Moretus,Belgium,,Attribution 4.0 International (CC BY 4.0),Europeana API,,"Dido, Anna",96B9 scenes from the Aeneid that cannot be located in the chronological sequence of the story,,,etching,print,,Dido and Aeneas,en,Didon À Enée,fr,http://search.museumplantinmoretus.be/details/collect/342149
i_1201.jpg,Museum Plantin-Moretus,"Passe, Crispijn de, the elder",engraver,,,Dutch,,1602,1607,1605,1602-1607,17th century,"English Translation: Venus sprinkles her son Aeneas and thus makes him a God. On the right in the background Cybele on her lions wagon that causes the ships of Aeneas, who were set on fire by Turnus, to turn into water nymphs; From the picture book: 'Crispijn van de Passe, Metamorphoses d'Ovide', plate 134; Original Dutch: Venus besprenkelt haar zoon Aeneas en maakt zo van hem een God. Rechts op de achtergrond Cybele op haar leeuwenwagen die er voor zorgt dat de schepen van Aeneas, die door Turnus in brand waren gezet, in waternimfen veranderen; Uit het prentenboek: 'Crispijn van de Passe, Metamorphoses d'Ovide', plaat 134.",Museum Plantin-Moretus,Museum Plantin-Moretus,Belgium,,Attribution 4.0 International (CC BY 4.0),Europeana API,,"Aeneas, Venus, Metamorphoses","96C(AENEAS)69 apotheosis, deification of Aeneas",96C(AENEAS)692 Venus sprinkles and anoints Aeneas' body with perfume and ambrosia,,engraving,print,,Venus makes Aeneas immortal,en,Venus maakt Aeneas onsterfelijk,nl,http://search.museumplantinmoretus.be/Details/collect/274351
i_1202.jpg,Museum Plantin-Moretus,"Borcht, Pieter van der, I",engraver,,,Flemish,,,,1591,1591,16th century,"English Translation: The flood god Numicius was commissioned by Venus to wash away all that Aeneas had of mortality; From the picture book: 'P. Ovidii Nasonis Metamorphoses', page 343.
Original Dutch: De stroomgod Numicius kreeg de opdracht van Venus om alles wat Aeneas aan sterfelijkheid bezat, weg te spoelen; Uit het prentenboek: 'P. Ovidii Nasonis Metamorphoses', pagina 343.",Museum Plantin-Moretus,Museum Plantin-Moretus,Belgium,,Attribution 4.0 International (CC BY 4.0),Europeana API,,"Aeneas, Venus, Metamorphoses","96C(AENEAS)69 apotheosis, deification of Aeneas",96C(AENEAS)692 Venus sprinkles and anoints Aeneas' body with perfume and ambrosia,,etching,print,,Venus makes Aeneas immortal,en,"Venus maakt Aeneas onsterfelijk
AENEAS IN DEVM INDIGETEM. VII.",nl,http://search.museumplantinmoretus.be/Details/collect/273364
i_1203.jpg,Museum Plantin-Moretus,"Vrancx, Sebastian",artist,,,Flemish,,1625,1630,1628,1625-1630,17th century,Drawings from Virgil's Aeneid,Museum Plantin-Moretus,Museum Plantin-Moretus,Belgium,"paper, ink, black chalk",Attribution 4.0 International (CC BY 4.0),Europeana API,,"Aeneas, Tiberinus, Latium",96B6511 the river-god Tiberinus appears to Aeneas in his sleep,,Book VIII,drawing,drawing,,"The God of Rivers, Tiberinus, Appears to Aeneas in his Dream",,,,http://search.museumplantinmoretus.be/Details/collect/343320
i_1204.jpg,Museum Plantin-Moretus,"Vrancx, Sebastian",artist,,,Flemish,,1625,1630,1628,1625-1630,17th century,"English Translation: Jupiter forbids Juno to further interfere in the conflict between the Latin and the Trojans. Juno agrees on the condition that the Latin values ensure that Rome grows. Jupiter agrees to this. Among them, the battle continues: Aeneas kills the Latin leader Turnus, which brings an end to the conflict; Aeneis XII, 791-842; From the series: 'Drawings from Vergilius' Aeneïs'. Original Dutch: Jupiter verbiedt Juno zich verder te mengen in het conflict tussen de Latijnen en de Trojanen. Juno gaat akkoord op voorwaarde dat de Latijnse waarden ervoor zorgen dat Rome groot wordt. Jupiter gaart hiermee akkoord. Onder hen gaat de strijd verder: Aeneas doodt de Latijnse leider Turnus waardoor een einde komt aan het conflict; Aeneïs XII, 791-842; Uit de reeks: 'Tekeningen uit Vergilius' Aeneïs'.",Museum Plantin-Moretus,Museum Plantin-Moretus,Belgium,"paper, ink, black chalk",Attribution 4.0 International (CC BY 4.0),Europeana API,,"Jupiter, Juno, battle, Latins, Trojans",,,Book XII,drawing,drawing,,Jupiter and Juno discuss the fate of the Latins and the Trojans,,,,http://search.museumplantinmoretus.be/Details/collect/343319
i_1205.jpg,Museum Plantin-Moretus,"Vrancx, Sebastian",artist,,,Flemish,,1625,1630,1628,1625-1630,17th century,"English Translation: During the absence of Aeneas, the Latins attack the Trojans. To put an end to this struggle, Jupiter calls together the council of the Olympic Gods, forbidding Juno and Venus to further interfere in the conflict. All Gods are depicted with their attributes which make them very recognizable. Below is a battle between the Trojans and the Latins. The camp of the Latins is on the left, this from the Trojans on the right. In the distance ships appear: Aeneas returns with Etruscan troops led by King Tarchon; Aene is X, 1-162; From the series: 'Drawings from Vergilius' Aeneïs'. Original Dutch: Tijdens de afwezigheid van Aeneas vallen de Latijnen de Trojanen aan. Om een einde te maken aan deze strijd roept Jupiter de raad der Olympische Goden samen, waarbij hij Juno en Venus verbiedt zich verder te mengen in het conflict. Alle Goden zijn afgebeeld met hun attributen waardoor ze heel herkenbaar zijn. Onderaan vindt een veldslag plaats tussen de Trojanen en de Latijnen. Het kamp van de Latijnen bevindt zich links, dit van de Trojanen rechts. In de verte verschijnen er schepen: Aeneas komt terug met Etruskische troepen onder leiding van koning Tarchon; Aeneïs X, 1-162; Uit de reeks: 'Tekeningen uit Vergilius' Aeneïs'.",Museum Plantin-Moretus,Museum Plantin-Moretus,Belgium,"paper, ink, black chalk",Attribution 4.0 International (CC BY 4.0),Europeana API,,"gods, goddesses, Latins, Trojans, battle",96B721 assembly of the gods ~ Aeneas' return to the battle of Latium,,Book X,drawing,drawing,,The council of the Olympic Gods,,,,http://search.museumplantinmoretus.be/Details/collect/343318
i_1206.jpg,Museum Plantin-Moretus,"Vrancx, Sebastian",artist,,,Flemish,,1625,1630,1628,1625-1630,17th century,"English Translation: Fama, goddess of fame and rumor, spreads the story of love between Dido and Aeneas. This rumor reaches Dido's lover King Jarbas, who addresses a prayer to Jupiter and asks if the Gods are aware of this shameful situation. To this Jupiter immediately sends Mercury to Aeneas and orders him to sail away from Carthage. Aeneas obeys after which Dido commits suicide; Aeneus IV, 173-237; From the series: 'Drawings from Vergilius' Aeneïs'.Original Dutch: Fama, godin van de roem en het gerucht, verspreidt het verhaal van de liefde tussen Dido en Aeneas. Dit gerucht bereikt Dido's minnaar koning Jarbas, die een gebed richt tot Jupiter en vraagt of de Goden op de hoogte zijn van deze schandelijke situatie. Hierop zendt Jupiter onmiddellijk Mercurius naar Aeneas en beveelt hem weg te zeilen uit Carthago. Aeneas gehoorzaamt waarna Dido zelfmoord pleegt; Aeneïs IV, 173-237; Uit de reeks: 'Tekeningen uit Vergilius' Aeneïs'.",Museum Plantin-Moretus,Museum Plantin-Moretus,Belgium,"paper, ink, black chalk",Attribution 4.0 International (CC BY 4.0),Europeana API,,"Fama, Mercury, Carthage",96B323 Fama spreads the rumour of Dido's love-affair,,Book IV,drawing,drawing,,Fama tells the world of the union between Dido and Aeneas; Jupiter sends Mercury to Aeneas,,,,http://search.museumplantinmoretus.be/Details/collect/343317
i_1207.jpg,Museum Plantin-Moretus,"Vrancx, Sebastian",artist,,,Flemish,,1625,1630,1628,1625-1630,17th century,"English Translation: Juno hopes for an alliance between Trojans and Carthaginians. When Dido organizes a yacht in honor of Aeneas, Juno breaks out a storm to cause panic. Dido and Aeneas are forced to take shelter in a cave where they make love. Surprised and fearing the heavy rainfall and lightning bolts, the hunters flee in all directions. The wind blows violently through the trees. On the right in the background are Aeneas and Dido together in a cave; Aeneus IV, 129-172; From the series: 'Drawings from Vergilius' Aeneïs'. Original Dutch: Juno hoopt op een bondgenootschap tussen Trojanen en Carthagers. Wanneer Dido een jacht organiseert ter ere van Aeneas, laat Juno een storm uitbreken om paniek te veroorzaken. Dido en Aeneas zijn genoodzaakt om te schuilen in een grot, waar ze de liefde bedrijven. Verrast en uit angst voor de hevige regenval en de bliksemschichten vluchten de jagers in alle richtingen. De wind waait hevig door de bomen. Rechts op de achtergrond zitten Aeneas en Dido samen in een grot; Aeneïs IV, 129-172; Uit de reeks: 'Tekeningen uit Vergilius' Aeneïs'.",Museum Plantin-Moretus,Museum Plantin-Moretus,Belgium,"paper, ink, black chalk",Attribution 4.0 International (CC BY 4.0),Europeana API,,"Dido, Aeneas, sex, cave scene, Carthage, hunting",96B322 Dido and Aeneas shelter from the storm in a cave,,Book IV,drawing,drawing,,The Storm; Dido And Aeneas' Union In The Cave,en,De storm; Dido en Aeneas trekken zich terug in een grot,nl,http://search.museumplantinmoretus.be/Details/collect/343316
i_1208.jpg,Museum Plantin-Moretus,"Vrancx, Sebastian",artist,,,Flemish,,1625,1630,1628,1625-1630,17th century,"English Translation: Aeneas, accompanied by his faithful friend and armor-bearer Achates, meets his mother Venus, who is disguised as a hunter. Venus tells Aeneas about Queen Dido and Carthage, Aeneas complains about his fate. Venus shows the men the way to Carthage and envelops them in a cloud so that they enter the city unseen. Achates is depicted on the left, bearing the arms of Aeneas. Venus points in the direction of Carthage. In the distance, two Carthaginian soldiers stand on the lookout; Aene I, 305-417; From the series: 'Drawings from Vergilius' Aeneïs'.Original Dutch: Aeneas, vergezeld van zijn trouwe vriend en wapendrager Achates, ontmoet zijn moeder Venus die zich vermomd heeft als jager. Venus vertelt Aeneas over koningin Dido en Carthago, Aeneas klaagt over zijn lotgevallen. Venus toont de mannen de weg naar Carthago en hult hen in een wolk zodat ze ongezien de stad binnen komen. Links staat Achates afgebeeld, de wapens van Aeneas dragend. Venus wijst in de richting van Carthago. In de verte staan twee Carthaagse soldaten op uitkijk; Aeneïs I, 305-417; Uit de reeks: 'Tekeningen uit Vergilius' Aeneïs'.",Museum Plantin-Moretus,Museum Plantin-Moretus,Belgium,"paper, ink, black chalk",Attribution 4.0 International (CC BY 4.0),Europeana API,,"Venus, Aeneas, Achates","96B22 the meeting of Aeneas and Achates with Venus, disguised as a huntress; she points out twelve swans in the sky",,Book I,drawing,drawing,,Venus shows Aeneas and Achates the way to Carthage,en,Venus toont Aeneas en Achates de weg naar Carthago,nl,http://search.museumplantinmoretus.be/Details/collect/343287
